#YY  MM DD hh mm WDIR WSPD GDR GST GTIME
#yr  mo dy hr mn degT m/s degT m/s hhmm
2014 11 03 13 50 128  9.7 130 13.0 1348
2014 11 03 13 40 117  9.4 999 99.0 9999
2014 11 03 13 30 118  9.5 999 99.0 9999
2014 11 03 13 20 117  9.3 120 12.0 1251
2014 11 03 13 10 117  9.3 999 99.0 9999
2014 11 03 13 00 120  9.3 999 99.0 9999
2014 11 03 12 50 118  9.1 120 12.0 1245
2014 11 03 12 40 121  9.1 999 99.0 9999
2014 11 03 12 30 121  8.6 999 99.0 9999
2014 11 03 12 20 118  8.3 120 11.0 1216
2014 11 03 12 10 120  8.5 999 99.0 9999
2014 11 03 12 00 118  8.4 999 99.0 9999
2014 11 03 11 50 120  8.4 120 10.0 1141
2014 11 03 11 40 117  8.3 999 99.0 9999
2014 11 03 11 30 120  8.1 999 99.0 9999
2014 11 03 11 20 118  7.9 120 10.0 1054
2014 11 03 11 10 121  7.8 999 99.0 9999
2014 11 03 11 00 124  7.7 999 99.0 9999
2014 11 03 10 50 123  7.5 110 10.0 1036
2014 11 03 10 40 116  7.7 999 99.0 9999
2014 11 03 10 30 114  7.7 999 99.0 9999
2014 11 03 10 20 115  7.0 110  9.0 1013
2014 11 03 10 10 114  6.7 999 99.0 9999
2014 11 03 10 00 108  6.4 999 99.0 9999
2014 11 03 09 50 111  6.5 110  8.0 0914
2014 11 03 09 40 113  6.4 999 99.0 9999
2014 11 03 09 30 113  6.4 999 99.0 9999
2014 11 03 09 20 104  6.4 110  8.0 0839
2014 11 03 09 10 110  6.6 999 99.0 9999
2014 11 03 09 00 112  6.4 999 99.0 9999
2014 11 03 08 50 108  6.4 110  8.0 0759
2014 11 03 08 40 109  6.7 999 99.0 9999
2014 11 03 08 30 120  6.5 999 99.0 9999
2014 11 03 08 20 126  5.9 110  8.0 0759
2014 11 03 08 10 109  6.4 999 99.0 9999
2014 11 03 08 00 106  6.6 999 99.0 9999
2014 11 03 07 50 114  6.6 110  8.0 0744
2014 11 03 07 40 120  6.1 999 99.0 9999
2014 11 03 07 30 114  5.8 999 99.0 9999
2014 11 03 07 20 113  6.1  90  8.0 0646
2014 11 03 07 10 113  6.1 999 99.0 9999
2014 11 03 07 00 114  6.0 999 99.0 9999
2014 11 03 06 50 095  6.2  90  8.0 0646
2014 11 03 06 40 092  5.9 999 99.0 9999
2014 11 03 06 30 093  5.8 999 99.0 9999
2014 11 03 06 20 096  6.1 110  8.0 0521
2014 11 03 06 10 102  5.7 999 99.0 9999
2014 11 03 06 00 103  5.5 999 99.0 9999
2014 11 03 05 50 098  5.4  90  8.0 0512
2014 11 03 05 40 093  5.8 999 99.0 9999
2014 11 03 05 30 098  5.7 999 99.0 9999
2014 11 03 05 20 098  6.4  90  8.0 0433
2014 11 03 05 10 100  6.4 999 99.0 9999
2014 11 03 05 00 102  6.3 999 99.0 9999
2014 11 03 04 50 105  6.4  90  8.0 0433
2014 11 03 04 40 098  6.4 999 99.0 9999
2014 11 03 04 30 099  6.5 999 99.0 9999
2014 11 03 04 20 098  6.6  90  9.0 0332
2014 11 03 04 10 098  6.6 999 99.0 9999
2014 11 03 04 00 098  6.7 999 99.0 9999
2014 11 03 03 50 091  6.9 110  9.0 0250
2014 11 03 03 40 092  7.1 999 99.0 9999
2014 11 03 03 30 092  6.8 999 99.0 9999
2014 11 03 03 20 091  6.4 100 10.0 0235
2014 11 03 03 10 097  7.1 999 99.0 9999
2014 11 03 03 00 101  6.9 999 99.0 9999
2014 11 03 02 50 099  7.4 110 10.0 0213
2014 11 03 02 40 100  8.0 999 99.0 9999
2014 11 03 02 30 102  8.0 999 99.0 9999
2014 11 03 02 20 106  8.2 110 11.0 0144
2014 11 03 02 10 103  8.4 999 99.0 9999
2014 11 03 02 00 103  8.4 999 99.0 9999
2014 11 03 01 50 104  8.6 110 11.0 0144
2014 11 03 01 40 099  8.4 999 99.0 9999
2014 11 03 01 30 096  8.3 999 99.0 9999
2014 11 03 01 20 099  8.6 110 11.0 0020
2014 11 03 01 10 101  8.5 999 99.0 9999
2014 11 03 01 00 101  8.6 999 99.0 9999
2014 11 03 00 50 104  9.0 100 12.0 2351
2014 11 03 00 40 108  8.9 999 99.0 9999
2014 11 03 00 30 106  9.0 999 99.0 9999
2014 11 03 00 20 113  9.0 100 12.0 2351
2014 11 03 00 10 115  9.1 999 99.0 9999
2014 11 03 00 00 111  9.3 999 99.0 9999
2014 11 02 23 50 110 10.0 110 12.0 2343
2014 11 02 23 40 108  9.5 999 99.0 9999
2014 11 02 23 30 112  9.8 999 99.0 9999
2014 11 02 23 20 107  9.9 110 12.0 2317
2014 11 02 23 10 110  9.3 999 99.0 9999
2014 11 02 23 00 111  9.6 999 99.0 9999
2014 11 02 22 50 114  8.8 100 11.0 2155
2014 11 02 22 40 111  9.4 999 99.0 9999
2014 11 02 22 30 109  9.3 999 99.0 9999
2014 11 02 22 20 113  9.3 120 11.0 2137
2014 11 02 22 10 113  9.2 999 99.0 9999
2014 11 02 22 00 110  9.0 999 99.0 9999
2014 11 02 21 50 112  9.1 120 11.0 2137
2014 11 02 21 40 115  9.7 999 99.0 9999
2014 11 02 21 30 111  9.5 999 99.0 9999
2014 11 02 21 20 112  9.1 100 11.0 2104
2014 11 02 21 10 109  9.3 999 99.0 9999
2014 11 02 21 00 111  9.2 999 99.0 9999
2014 11 02 20 50 112  8.6 110 11.0 2002
2014 11 02 20 40 112  8.4 999 99.0 9999
2014 11 02 20 30 115  8.7 999 99.0 9999
2014 11 02 20 20 114  8.9 100 11.0 1929
2014 11 02 20 10 114  8.7 999 99.0 9999
2014 11 02 20 00 112  8.8 999 99.0 9999
2014 11 02 19 50 111  8.7 100 11.0 1929
2014 11 02 19 40 111  8.4 999 99.0 9999
2014 11 02 19 30 106  8.2 999 99.0 9999
2014 11 02 19 20 111  7.9 120 10.0 1837
2014 11 02 19 10 113  7.7 999 99.0 9999
2014 11 02 19 00 118  7.7 999 99.0 9999
2014 11 02 18 50 122  7.7 110 10.0 1811
2014 11 02 18 40 121  7.8 999 99.0 9999
2014 11 02 18 30 118  7.4 999 99.0 9999
2014 11 02 18 20 115  7.8 110 10.0 1811
2014 11 02 18 10 114  7.5 999 99.0 9999
2014 11 02 18 00 124  7.1 999 99.0 9999
2014 11 02 17 50 119  7.0 130  9.0 1736
2014 11 02 17 40 120  7.0 999 99.0 9999
2014 11 02 17 30 117  6.8 999 99.0 9999
2014 11 02 17 20 119  6.9 999 99.0 9999
2014 11 02 17 10 120  7.0 999 99.0 9999
2014 11 02 17 00 127  6.7 999 99.0 9999
2014 11 02 16 50 135  6.2 140  8.0 1642
2014 11 02 16 40 138  5.7 999 99.0 9999
2014 11 02 16 30 131  5.2 999 99.0 9999
2014 11 02 16 20 131  5.8 120  9.0 1619
2014 11 02 16 10 119  5.6 999 99.0 9999
2014 11 02 16 00 123  5.4 999 99.0 9999
2014 11 02 15 50 126  6.6 110  9.0 1519
2014 11 02 15 40 116  6.5 999 99.0 9999
2014 11 02 15 30 110  6.6 999 99.0 9999
2014 11 02 15 20 106  6.7  90  9.0 1428
2014 11 02 15 10 119  6.5 999 99.0 9999
2014 11 02 15 00 120  6.6 999 99.0 9999
2014 11 02 14 50 098  7.2  90  9.0 1428
2014 11 02 14 40 090  7.1 999 99.0 9999
2014 11 02 14 30 089  7.5 999 99.0 9999
2014 11 02 14 20 090  7.5  90  9.0 1412
2014 11 02 14 10 091  7.4 999 99.0 9999
2014 11 02 14 00 087  7.4 999 99.0 9999
2014 11 02 13 50 089  6.9  90  9.0 1346
2014 11 02 13 40 085  6.9 999 99.0 9999
2014 11 02 13 30 089  6.9 999 99.0 9999
2014 11 02 13 20 092  6.5  90  8.0 1319
2014 11 02 13 10 093  6.0 999 99.0 9999
2014 11 02 13 00 086  6.5 999 99.0 9999
2014 11 02 12 50 080  5.9  80  7.0 1241
2014 11 02 12 40 078  5.8 999 99.0 9999
2014 11 02 12 30 082  5.5 999 99.0 9999
2014 11 02 12 20 084  5.5  80  7.0 1214
2014 11 02 12 10 082  5.5 999 99.0 9999
2014 11 02 12 00 077  4.6 999 99.0 9999
2014 11 02 11 50 075  4.9  80  7.0 1144
2014 11 02 11 40 081  4.7 999 99.0 9999
2014 11 02 11 30 085  4.9 999 99.0 9999
2014 11 02 11 20 094  4.7  90  6.0 1116
2014 11 02 11 10 100  4.5 999 99.0 9999
2014 11 02 11 00 101  4.3 999 99.0 9999
2014 11 02 10 50 104  3.7 110  5.0 1046
2014 11 02 10 40 109  3.5 999 99.0 9999
2014 11 02 10 30 109  3.7 999 99.0 9999
2014 11 02 10 20 106  3.8  90  5.0 1016
2014 11 02 10 10 095  3.7 999 99.0 9999
2014 11 02 10 00 095  3.4 999 99.0 9999
2014 11 02 09 50 083  3.8  90  5.0 0900
2014 11 02 09 40 082  4.0 999 99.0 9999
2014 11 02 09 30 083  4.0 999 99.0 9999
2014 11 02 09 20 084  3.9  90  5.0 0844
2014 11 02 09 10 087  3.8 999 99.0 9999
2014 11 02 09 00 086  4.2 999 99.0 9999
2014 11 02 08 50 091  4.3  90  5.0 0844
2014 11 02 08 40 093  3.8 999 99.0 9999
2014 11 02 08 30 097  3.5 999 99.0 9999
2014 11 02 08 20 092  2.9 100  4.0 0811
2014 11 02 08 10 097  2.8 999 99.0 9999
2014 11 02 08 00 096  2.4 999 99.0 9999
2014 11 02 07 50 102  2.0 100  3.0 0657
2014 11 02 07 40 103  1.8 999 99.0 9999
2014 11 02 07 30 100  2.0 999 99.0 9999
2014 11 02 07 20 103  2.0 100  3.0 0657
2014 11 02 07 10 100  2.0 999 99.0 9999
2014 11 02 07 00 110  1.8 999 99.0 9999
2014 11 02 06 50 104  1.7 110  3.0 0638
2014 11 02 06 40 095  1.8 999 99.0 9999
2014 11 02 06 30 073  1.3 999 99.0 9999
2014 11 02 06 20 086  1.8  50  3.0 0539
2014 11 02 06 10 080  1.7 999 99.0 9999
2014 11 02 06 00 070  2.0 999 99.0 9999
2014 11 02 05 50 051  2.5  50  3.0 0539
2014 11 02 05 40 048  2.2 999 99.0 9999
2014 11 02 05 30 053  2.1 999 99.0 9999
2014 11 02 05 20 071  2.3  50  4.0 0426
2014 11 02 05 10 100  1.9 999 99.0 9999
2014 11 02 05 00 044  1.7 999 99.0 9999
2014 11 02 04 50 033  2.5  50  4.0 0412
2014 11 02 04 40 040  2.7 999 99.0 9999
2014 11 02 04 30 042  2.9 999 99.0 9999
2014 11 02 04 20 046  3.1  50  4.0 0412
2014 11 02 04 10 051  2.6 999 99.0 9999
2014 11 02 04 00 053  2.4 999 99.0 9999
2014 11 02 03 50 052  2.5 290  4.0 0250
2014 11 02 03 40 048  2.6 999 99.0 9999
2014 11 02 03 30 351  2.3 999 99.0 9999
2014 11 02 03 20 305  2.3 310  5.0 0220
2014 11 02 03 10 305  2.7 999 99.0 9999
2014 11 02 03 00 287  3.1 999 99.0 9999
2014 11 02 02 50 292  3.2 290  6.0 0158
2014 11 02 02 40 295  3.3 999 99.0 9999
2014 11 02 02 30 296  3.6 999 99.0 9999
2014 11 02 02 20 298  3.7 290  6.0 0158
2014 11 02 02 10 295  4.3 999 99.0 9999
2014 11 02 02 00 289  4.3 999 99.0 9999
2014 11 02 01 50 284  3.4 290  6.0 0134
2014 11 02 01 40 290  3.9 999 99.0 9999
2014 11 02 01 30 286  3.8 999 99.0 9999
2014 11 02 01 20 293  4.1 280  5.0 0059
2014 11 02 01 10 292  3.9 999 99.0 9999
2014 11 02 01 00 287  3.6 999 99.0 9999
2014 11 02 00 50 292  3.6 290  6.0 2353
2014 11 02 00 40 292  3.8 999 99.0 9999
2014 11 02 00 30 294  3.9 999 99.0 9999
2014 11 02 00 20 285  3.9 290  6.0 2353
2014 11 02 00 10 285  3.7 999 99.0 9999
2014 11 02 00 00 291  4.2 999 99.0 9999
2014 11 01 23 50 280  4.2 270  6.0 2340
2014 11 01 23 40 274  4.1 999 99.0 9999
2014 11 01 23 30 272  4.2 999 99.0 9999
2014 11 01 23 20 269  3.5 280  5.0 2250
2014 11 01 23 10 274  3.2 999 99.0 9999
2014 11 01 23 00 275  3.1 999 99.0 9999
2014 11 01 22 50 271  3.2 280  4.0 2214
2014 11 01 22 40 278  2.8 999 99.0 9999
2014 11 01 22 30 281  3.0 999 99.0 9999
2014 11 01 22 20 276  3.1 280  4.0 2214
2014 11 01 22 10 280  2.8 999 99.0 9999
2014 11 01 22 00 289  3.1 999 99.0 9999
2014 11 01 21 50 282  2.8 270  4.0 2111
2014 11 01 21 40 283  2.9 999 99.0 9999
2014 11 01 21 30 282  2.6 999 99.0 9999
2014 11 01 21 20 279  2.9 270  4.0 2111
2014 11 01 21 10 276  2.6 999 99.0 9999
2014 11 01 21 00 278  2.3 999 99.0 9999
2014 11 01 20 50 272  2.2 280  3.0 2044
2014 11 01 20 40 279  1.7 999 99.0 9999
2014 11 01 20 30 268  1.7 999 99.0 9999
2014 11 01 20 20 268  1.3 290  2.0 2013
2014 11 01 20 10 238  1.0 999 99.0 9999
2014 11 01 20 00 241  0.5 999 99.0 9999
2014 11 01 19 50 255  0.5 130  2.0 1858
2014 11 01 19 40 204  0.6 999 99.0 9999
2014 11 01 19 30 177  0.4 999 99.0 9999
2014 11 01 19 20 169  0.6  90  3.0 1826
2014 11 01 19 10 125  0.9 999 99.0 9999
2014 11 01 19 00 105  0.9 999 99.0 9999
2014 11 01 18 50 097  1.3  80  5.0 1752
2014 11 01 18 40 097  2.0 999 99.0 9999
2014 11 01 18 30 094  2.2 999 99.0 9999
2014 11 01 18 20 095  2.7  70  6.0 1723
2014 11 01 18 10 088  3.2 999 99.0 9999
2014 11 01 18 00 076  3.9 999 99.0 9999
2014 11 01 17 50 079  4.2  90  6.0 1718
2014 11 01 17 40 072  4.5 999 99.0 9999
2014 11 01 17 30 075  4.7 999 99.0 9999
2014 11 01 17 20 074  4.7  90  6.0 1718
2014 11 01 17 10 073  4.8 999 99.0 9999
2014 11 01 17 00 073  4.9 999 99.0 9999
2014 11 01 16 50 073  4.7  90  7.0 1557
2014 11 01 16 40 077  4.6 999 99.0 9999
2014 11 01 16 30 076  4.8 999 99.0 9999
2014 11 01 16 20 077  5.1  70  7.0 1523
2014 11 01 16 10 075  5.1 999 99.0 9999
2014 11 01 16 00 076  5.3 999 99.0 9999
2014 11 01 15 50 071  5.4  70  7.0 1523
2014 11 01 15 40 070  5.7 999 99.0 9999
2014 11 01 15 30 071  5.9 999 99.0 9999
2014 11 01 15 20 076  5.8  80  7.0 1517
2014 11 01 15 10 074  5.6 999 99.0 9999
2014 11 01 15 00 074  5.2 999 99.0 9999
2014 11 01 14 50 075  5.1  80  7.0 1442
2014 11 01 14 40 078  4.9 999 99.0 9999
2014 11 01 14 30 074  4.7 999 99.0 9999
2014 11 01 14 20 081  4.8  90  6.0 1410
2014 11 01 14 10 075  4.4 999 99.0 9999
2014 11 01 14 00 071  4.2 999 99.0 9999
2014 11 01 13 50 069  3.8  70  5.0 1347
2014 11 01 13 40 067  3.4 999 99.0 9999
2014 11 01 13 30 072  3.3 999 99.0 9999
2014 11 01 13 20 075  3.1  80  5.0 1312
2014 11 01 13 10 079  3.0 999 99.0 9999
2014 11 01 13 00 078  3.1 999 99.0 9999
2014 11 01 12 50 081  3.0  90  5.0 1200
2014 11 01 12 40 074  2.7 999 99.0 9999
2014 11 01 12 30 049  2.3 999 99.0 9999
2014 11 01 12 20 047  2.8  90  5.0 1200
2014 11 01 12 10 073  3.0 999 99.0 9999
2014 11 01 12 00 074  2.7 999 99.0 9999
2014 11 01 11 50 068  2.6  70  6.0 1149
2014 11 01 11 40 067  2.7 999 99.0 9999
2014 11 01 11 30 049  2.6 999 99.0 9999
2014 11 01 11 20 062  2.9  70  7.0 1024
2014 11 01 11 10 068  3.5 999 99.0 9999
2014 11 01 11 00 070  3.9 999 99.0 9999
2014 11 01 10 50 060  4.6  70  7.0 1004
2014 11 01 10 40 066  4.9 999 99.0 9999
2014 11 01 10 30 069  5.2 999 99.0 9999
2014 11 01 10 20 066  5.1  80  7.0 0946
2014 11 01 10 10 065  5.2 999 99.0 9999
2014 11 01 10 00 067  5.1 999 99.0 9999
2014 11 01 09 50 073  5.1  80  7.0 0946
2014 11 01 09 40 069  5.2 999 99.0 9999
2014 11 01 09 30 066  5.2 999 99.0 9999
2014 11 01 09 20 070  5.3  80  7.0 0850
2014 11 01 09 10 074  5.3 999 99.0 9999
2014 11 01 09 00 073  5.1 999 99.0 9999
2014 11 01 08 50 074  5.0  80  7.0 0824
2014 11 01 08 40 077  4.8 999 99.0 9999
2014 11 01 08 30 072  4.9 999 99.0 9999
2014 11 01 08 20 070  4.9  80  8.0 0731
2014 11 01 08 10 068  5.1 999 99.0 9999
2014 11 01 08 00 063  5.2 999 99.0 9999
2014 11 01 07 50 069  5.1  80  8.0 0731
2014 11 01 07 40 072  5.8 999 99.0 9999
2014 11 01 07 30 070  6.0 999 99.0 9999
2014 11 01 07 20 078  6.2  80  8.0 0633
2014 11 01 07 10 078  6.2 999 99.0 9999
2014 11 01 07 00 071  5.9 999 99.0 9999
2014 11 01 06 50 078  6.2  90  9.0 0554
2014 11 01 06 40 076  6.2 999 99.0 9999
2014 11 01 06 30 076  6.2 999 99.0 9999
2014 11 01 06 20 076  6.4  90  9.0 0554
2014 11 01 06 10 082  6.6 999 99.0 9999
2014 11 01 06 00 079  6.7 999 99.0 9999
2014 11 01 05 50 080  6.5  80  9.0 0539
2014 11 01 05 40 082  6.2 999 99.0 9999
2014 11 01 05 30 080  6.0 999 99.0 9999
2014 11 01 05 20 080  6.0  80  8.0 0501
2014 11 01 05 10 081  5.8 999 99.0 9999
2014 11 01 05 00 080  5.7 999 99.0 9999
2014 11 01 04 50 077  4.8  80  8.0 0418
2014 11 01 04 40 073  5.0 999 99.0 9999
2014 11 01 04 30 077  5.5 999 99.0 9999
2014 11 01 04 20 075  5.4  80  8.0 0418
2014 11 01 04 10 069  5.2 999 99.0 9999
2014 11 01 04 00 075  5.0 999 99.0 9999
2014 11 01 03 50 076  4.4  80  6.0 0341
2014 11 01 03 40 086  3.7 999 99.0 9999
2014 11 01 03 30 126  3.1 999 99.0 9999
2014 11 01 03 20 128  3.2 130  5.0 0256
2014 11 01 03 10 128  3.7 999 99.0 9999
2014 11 01 03 00 123  3.6 999 99.0 9999
2014 11 01 02 50 128  2.7 110  4.0 0232
2014 11 01 02 40 128  2.9 999 99.0 9999
2014 11 01 02 30 130  3.0 999 99.0 9999
2014 11 01 02 20 144  2.8 100  5.0 0121
2014 11 01 02 10 138  2.7 999 99.0 9999
2014 11 01 02 00 114  2.8 999 99.0 9999
2014 11 01 01 50 108  2.5 100  5.0 0121
2014 11 01 01 40 111  3.2 999 99.0 9999
2014 11 01 01 30 104  3.2 999 99.0 9999
2014 11 01 01 20 100  2.5 190  5.0 0036
2014 11 01 01 10 153  2.3 999 99.0 9999
2014 11 01 01 00 172  2.4 999 99.0 9999
2014 11 01 00 50 196  3.9 190  6.0 2352
2014 11 01 00 40 194  3.9 999 99.0 9999
2014 11 01 00 30 188  3.4 999 99.0 9999
2014 11 01 00 20 192  4.1 210  8.0 2320
2014 11 01 00 10 195  4.4 999 99.0 9999
2014 11 01 00 00 195  4.9 999 99.0 9999
2014 10 31 23 50 196  5.3 200  9.0 2311
2014 10 31 23 40 204  5.4 999 99.0 9999
2014 10 31 23 30 210  6.0 999 99.0 9999
2014 10 31 23 20 204  7.0 999 99.0 9999
2014 10 31 23 10 197  6.4 999 99.0 9999
2014 10 31 23 00 198  6.4 999 99.0 9999
2014 10 31 22 50 193  5.7 210  7.0 2249
2014 10 31 22 40 195  5.3 999 99.0 9999
2014 10 31 22 30 194  5.7 999 99.0 9999
2014 10 31 22 20 197  5.9 190  7.0 2219
2014 10 31 22 10 196  5.1 999 99.0 9999
2014 10 31 22 00 189  5.1 999 99.0 9999
2014 10 31 21 50 186  4.1 200  6.0 2149
2014 10 31 21 40 139  2.1 999 99.0 9999
2014 10 31 21 30 127  2.1 999 99.0 9999
2014 10 31 21 20 143  2.7 140  4.0 2111
2014 10 31 21 10 170  3.0 999 99.0 9999
2014 10 31 21 00 172  2.8 999 99.0 9999
2014 10 31 20 50 237  1.4 210  5.0 1955
2014 10 31 20 40 237  1.4 999 99.0 9999
2014 10 31 20 30 216  1.7 999 99.0 9999
2014 10 31 20 20 207  2.0 210  6.0 1927
2014 10 31 20 10 197  2.6 999 99.0 9999
2014 10 31 20 00 205  3.7 999 99.0 9999
2014 10 31 19 50 202  4.4 240  7.0 1852
2014 10 31 19 40 205  4.3 999 99.0 9999
2014 10 31 19 30 205  4.3 999 99.0 9999
2014 10 31 19 20 242  4.3 240  7.0 1852
2014 10 31 19 10 238  4.8 999 99.0 9999
2014 10 31 19 00 235  5.3 999 99.0 9999
2014 10 31 18 50 265  4.3 270  7.0 1754
2014 10 31 18 40 293  3.4 999 99.0 9999
2014 10 31 18 30 279  3.9 999 99.0 9999
2014 10 31 18 20 277  4.4 250  7.0 1735
2014 10 31 18 10 275  5.2 999 99.0 9999
2014 10 31 18 00 274  5.2 999 99.0 9999
2014 10 31 17 50 282  4.6 250  7.0 1735
2014 10 31 17 40 234  4.6 999 99.0 9999
2014 10 31 17 30 190  2.6 999 99.0 9999
2014 10 31 17 20 189  2.4 230  4.0 1702
2014 10 31 17 10 202  2.9 999 99.0 9999
2014 10 31 17 00 144  1.6 999 99.0 9999
2014 10 31 16 50 095  2.1  70  5.0 1603
2014 10 31 16 40 086  2.3 999 99.0 9999
2014 10 31 16 30 086  2.2 999 99.0 9999
2014 10 31 16 20 092  2.4  70  5.0 1603
2014 10 31 16 10 077  3.2 999 99.0 9999
2014 10 31 16 00 089  3.0 999 99.0 9999
2014 10 31 15 50 092  3.3  90  6.0 1450
2014 10 31 15 40 092  3.3 999 99.0 9999
2014 10 31 15 30 092  3.6 999 99.0 9999
2014 10 31 15 20 090  3.9  90  7.0 1432
2014 10 31 15 10 086  4.2 999 99.0 9999
2014 10 31 15 00 085  4.1 999 99.0 9999
2014 10 31 14 50 081  4.6  90  7.0 1432
2014 10 31 14 40 086  5.0 999 99.0 9999
2014 10 31 14 30 086  5.0 999 99.0 9999
2014 10 31 14 20 071  4.9  90  7.0 1419
2014 10 31 14 10 078  4.1 999 99.0 9999
2014 10 31 14 00 089  3.7 999 99.0 9999
2014 10 31 13 50 100  4.0  90  6.0 1320
2014 10 31 13 40 088  3.9 999 99.0 9999
2014 10 31 13 30 076  3.6 999 99.0 9999
2014 10 31 13 20 066  3.3  70  5.0 1316
2014 10 31 13 10 058  2.9 999 99.0 9999
2014 10 31 13 00 058  2.7 999 99.0 9999
2014 10 31 12 50 053  3.0  70  5.0 1236
2014 10 31 12 40 059  3.0 999 99.0 9999
2014 10 31 12 30 081  2.8 999 99.0 9999
2014 10 31 12 20 092  2.7  90  5.0 1156
2014 10 31 12 10 088  3.0 999 99.0 9999
2014 10 31 12 00 090  3.2 999 99.0 9999
2014 10 31 11 50 079  2.6  80  5.0 1108
2014 10 31 11 40 080  2.6 999 99.0 9999
2014 10 31 11 30 075  2.7 999 99.0 9999
2014 10 31 11 20 082  3.4  70  5.0 1119
2014 10 31 11 10 074  3.1 999 99.0 9999
2014 10 31 11 00 068  3.0 999 99.0 9999
2014 10 31 10 50 057  3.2  60  5.0 0950
2014 10 31 10 40 051  2.8 999 99.0 9999
2014 10 31 10 30 051  3.3 999 99.0 9999
2014 10 31 10 20 049  3.6  60  5.0 0950
2014 10 31 10 10 048  3.8 999 99.0 9999
2014 10 31 10 00 051  3.6 999 99.0 9999
2014 10 31 09 50 052  3.1  70  5.0 0948
2014 10 31 09 40 061  2.9 999 99.0 9999
2014 10 31 09 30 076  2.8 999 99.0 9999
2014 10 31 09 20 088  2.0  90  4.0 0918
2014 10 31 09 10 084  1.5 999 99.0 9999
2014 10 31 09 00 078  0.7 999 99.0 9999
2014 10 31 08 50 157  1.2 110  3.0 0817
2014 10 31 08 40 148  1.8 999 99.0 9999
2014 10 31 08 30 123  1.6 999 99.0 9999
2014 10 31 08 20 109  1.8 110  3.0 0817
2014 10 31 08 10 082  1.2 999 99.0 9999
2014 10 31 08 00 039  1.7 999 99.0 9999
2014 10 31 07 50 094  1.1  80  3.0 0706
2014 10 31 07 40 114  1.4 999 99.0 9999
2014 10 31 07 30 151  1.6 999 99.0 9999
2014 10 31 07 20 140  1.7 120  4.0 0629
2014 10 31 07 10 087  1.5 999 99.0 9999
2014 10 31 07 00 141  1.7 999 99.0 9999
2014 10 31 06 50 152  1.9 120  4.0 0629
2014 10 31 06 40 133  3.0 999 99.0 9999
2014 10 31 06 30 118  3.4 999 99.0 9999
2014 10 31 06 20 124  2.2 270  7.0 0533
2014 10 31 06 10 108  2.5 999 99.0 9999
2014 10 31 06 00 141  1.1 999 99.0 9999
2014 10 31 05 50 291  1.6 270  7.0 0533
2014 10 31 05 40 281  4.8 999 99.0 9999
2014 10 31 05 30 234  3.0 999 99.0 9999
2014 10 31 05 20 195  3.3 190  6.0 0447
2014 10 31 05 10 176  3.4 999 99.0 9999
2014 10 31 05 00 186  4.5 999 99.0 9999
2014 10 31 04 50 199  4.7 190  6.0 0447
2014 10 31 04 40 211  3.6 999 99.0 9999
2014 10 31 04 30 224  3.5 999 99.0 9999
2014 10 31 04 20 224  3.6 230  6.0 0339
2014 10 31 04 10 229  3.7 999 99.0 9999
2014 10 31 04 00 237  3.8 999 99.0 9999
2014 10 31 03 50 230  4.1 230  6.0 0339
2014 10 31 03 40 234  4.4 999 99.0 9999
2014 10 31 03 30 221  2.1 999 99.0 9999
2014 10 31 03 20 229  2.6 230  4.0 0221
2014 10 31 03 10 225  3.2 999 99.0 9999
2014 10 31 03 00 216  3.1 999 99.0 9999
2014 10 31 02 50 211  3.2 250  5.0 0153
2014 10 31 02 40 211  3.3 999 99.0 9999
2014 10 31 02 30 226  3.3 999 99.0 9999
2014 10 31 02 20 230  3.6 280  6.0 0130
2014 10 31 02 10 236  3.9 999 99.0 9999
2014 10 31 02 00 244  4.3 999 99.0 9999
2014 10 31 01 50 266  4.2 280  6.0 0130
2014 10 31 01 40 274  4.6 999 99.0 9999
2014 10 31 01 30 274  4.5 999 99.0 9999
2014 10 31 01 20 269  3.0 270  4.0 0114
2014 10 31 01 10 263  3.1 999 99.0 9999
2014 10 31 01 00 261  3.1 999 99.0 9999
2014 10 31 00 50 251  2.5 340  4.0 0010
2014 10 31 00 40 274  2.1 999 99.0 9999
2014 10 31 00 30 285  2.5 999 99.0 9999
2014 10 31 00 20 312  2.8 310  5.0 2320
2014 10 31 00 10 317  3.0 999 99.0 9999
2014 10 31 00 00 319  3.0 999 99.0 9999
2014 10 30 23 50 314  3.0 290  5.0 2307
2014 10 30 23 40 310  3.3 999 99.0 9999
2014 10 30 23 30 301  3.6 999 99.0 9999
2014 10 30 23 20 296  4.2 310  6.0 2223
2014 10 30 23 10 291  4.2 999 99.0 9999
2014 10 30 23 00 312  3.7 999 99.0 9999
2014 10 30 22 50 319  3.5 310  8.0 2210
2014 10 30 22 40 307  4.6 999 99.0 9999
2014 10 30 22 30 306  5.0 999 99.0 9999
2014 10 30 22 20 309  6.0 280 10.0 2132
2014 10 30 22 10 307  6.2 999 99.0 9999
2014 10 30 22 00 307  6.1 999 99.0 9999
2014 10 30 21 50 299  6.6 280 10.0 2132
2014 10 30 21 40 288  7.8 999 99.0 9999
2014 10 30 21 30 288  5.6 999 99.0 9999
2014 10 30 21 20 299  5.1 110  7.0 2037
2014 10 30 21 10 305  2.7 999 99.0 9999
2014 10 30 21 00 126  4.7 999 99.0 9999
2014 10 30 20 50 119  5.2 110  7.0 1950
2014 10 30 20 40 115  6.0 999 99.0 9999
